"Bucket label","RT","m/z","Name","Formula","IH_Met_Vial12_BLANK01_12_1_11301","IH_Met_Vial57_027_57_1_11328","IH_Met_Vial58_028_58_1_11329","IH_Met_Vial59_029_59_1_11330","IH_Met_Vial60_030_60_1_11331","IH_Met_Vial43_031_43_1_11332","IH_Met_Vial44_032_44_1_11333","IH_Met_Vial45_033_45_1_11334","IH_Met_Vial46_034_46_1_11335","IH_Met_Vial47_035_47_1_11336","IH_Met_Vial48_036_48_1_11337","IH_Met_Vial31_037_31_1_11338","IH_Met_Vial32_038_32_1_11339","IH_Met_Vial33_039_33_1_11340","IH_Met_Vial34_040_34_1_11341","IH_Met_Vial35_041_35_1_11342","IH_Met_Vial36_042_36_1_11343","IH_Met_Vial19_043_19_1_11344","IH_Met_Vial20_044_20_1_11345","IH_Met_Vial21_045_21_1_11346","IH_Met_Vial22_046_22_1_11347","IH_Met_Vial23_047_23_1_11348","IH_Met_Vial24_048_24_1_11349","IH_Met_Vial7_049_7_1_11350","IH_Met_Vial8_050_8_1_11351","IH_Met_Vial9_051_9_1_11352","IH_Met_Vial10_052_10_1_11353","IH_Met_Vial12_BLANK02_12_1_11354"
"Sample",,,,,"BLANK","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","CTRL","CTRL","BLANK"
"127.01123 Da 38.56 s",0.64,128.01851,,,0.0,356.2529602050781,820.4556884765625,14258.5400390625,250.902099609375,0.0,15502.0615234375,540.449951171875,437.68939208984375,0.0,302.4442138671875,283.0827331542969,115.13005828857422,719.7227783203125,289.9949951171875,135.9419708251953,363.2779846191406,325.3205261230469,83.7763900756836,665.8359375,26298.75390625,85.29965209960938,314.5830383300781,288.71502685546875,17990.005859375,7441.6845703125,2629.44091796875,0.0
"222.99748 Da 38.59 s",0.64,224.00476,,,0.0,0.0,0.0,2970.381591796875,0.0,0.0,3691.018310546875,433.34405517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250.697265625,205.9955596923828,0.0,0.0,5148.21337890625,547.34619140625,0.0,0.0
"253.98396 Da 38.68 s",0.64,127.99926,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21649.625,0.0,19162.041015625,0.0,0.0,0.0,0.0,0.0,0.0,19763.458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"95.96619 Da 39.00 s",0.65,96.97347,,,0.0,3221.509033203125,3750.456787109375,1555.33544921875,3831.533447265625,4765.48828125,1500.1593017578125,3433.998046875,2404.0478515625,1354.308837890625,2062.452880859375,1968.4822998046875,876.7055053710938,3542.02685546875,2171.669189453125,1472.771240234375,2890.177978515625,2202.817138671875,2176.69482421875,3039.953857421875,2549.61767578125,2511.16650390625,2080.861328125,2153.339111328125,1411.9908447265625,748.5775146484375,244.27920532226562,0.0
"363.85263 Da 39.25 s",0.65,182.93359,,,0.0,13582.6650390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16856.17578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7834.05908203125,0.0,0.0,0.0,0.0
"141.06846 Da 41.23 s",0.69,142.07574,,,0.0,369.3946228027344,518.531005859375,0.0,1726.5047607421875,135.66416931152344,0.0,815.5040283203125,0.0,663.899169921875,3002.935791015625,641.8682250976562,0.0,641.2947998046875,312.18206787109375,699.8807983398438,3042.48828125,199.88296508789062,255.31060791015625,615.9896850585938,0.0,640.4541015625,482.61785888671875,211.45582580566406,0.0,0.0,0.0,0.0
"355.84318 Da 41.69 s",0.69,356.85046,,,0.0,1548.7164306640625,1901.9180908203125,0.0,1758.5379638671875,2104.406982421875,0.0,1771.767578125,2081.06884765625,454.0076904296875,1191.959228515625,2406.52880859375,122.98468780517578,2090.720703125,2081.89453125,68.79572296142578,1712.591064453125,2747.270263671875,43.836021423339844,1757.4178466796875,0.0,189.44873046875,1419.883056640625,2500.333251953125,0.0,0.0,0.0,304.2558898925781
"121.91487 Da 42.09 s",0.70,122.92215,,,0.0,0.0,0.0,31992.935546875,0.0,0.0,27437.591796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.450929641723633,0.0,83.99388122558594,0.0,0.0,0.0,29773.45703125,0.0,0.0,47.090057373046875,29840.017578125,6490.2802734375,6427.46484375,0.0
"174.12148 Da 44.13 s",0.74,175.12876,,,0.0,0.0,0.0,40784.48828125,0.0,0.0,21627.908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30542.12109375,0.0,0.0,0.0,10176.7333984375,874.1541748046875,0.0,0.0
"360.19801 Da 44.21 s",0.74,181.10628,,,0.0,14777.3232421875,13805.7919921875,0.0,14032.1748046875,13878.7041015625,0.0,16473.46484375,0.0,0.0,0.0,0.0,9632.904296875,10513.6865234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11267.6748046875,9705.0576171875,0.0,0.0,0.0,0.0,0.0
"155.04537 Da 44.38 s",0.74,156.05265,,,0.0,3012.91357421875,2848.16015625,0.0,2683.13818359375,731.9183349609375,0.0,4039.7490234375,3037.76220703125,4758.71142578125,2434.982421875,473.9850769042969,2705.02734375,5586.857421875,3575.617919921875,4462.49462890625,3645.80322265625,1291.4931640625,2427.90185546875,5263.27392578125,0.0,3025.120849609375,1529.187744140625,1978.6270751953125,0.0,0.0,0.0,0.0
"180.13818 Da 44.39 s",0.74,181.14546,,,0.0,0.0,0.0,8858.2412109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.78271484375,0.0,0.0,0.0,12383.70703125,19369.986328125,18210.625,0.0
"468.03440 Da 44.50 s",0.74,469.04168,,,0.0,1467.0240478515625,0.0,0.0,526.6519165039062,0.0,0.0,961.3539428710938,0.0,0.0,2258.6806640625,0.0,0.0,3404.4072265625,0.0,0.0,1020.9410400390625,0.0,0.0,2945.96142578125,0.0,0.0,1795.9493408203125,0.0,0.0,0.0,0.0,0.0
"432.82319 Da 44.81 s",0.75,433.83047,,,0.0,2608.010986328125,0.0,0.0,1594.4384765625,187.92059326171875,0.0,1999.706298828125,240.66078186035156,0.0,1215.1497802734375,187.6056671142578,0.0,1967.4986572265625,0.0,0.0,1894.785888671875,184.60025024414062,0.0,1847.0185546875,0.0,0.0,1757.89892578125,369.3735656738281,0.0,0.0,0.0,0.0
"457.92941 Da 44.83 s",0.75,458.93669,,,0.0,0.0,0.0,511.8872375488281,0.0,0.0,3745.128662109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.27595138549805,46.45195770263672,0.0,3562.869384765625,1363.0093994140625,1189.5672607421875,0.0
"359.89507 Da 44.89 s",0.75,360.90234,,,0.0,441.767822265625,1638.2183837890625,0.0,961.260009765625,2965.14892578125,0.0,864.42138671875,986.175537109375,1141.0286865234375,48.229888916015625,0.0,745.3209228515625,826.895263671875,2222.538818359375,1607.487548828125,724.5022583007812,0.0,586.5257568359375,788.4830932617188,0.0,1377.8026123046875,518.6694946289062,1183.7186279296875,0.0,0.0,0.0,0.0
"539.93149 Da 45.21 s",0.75,540.93877,,,0.0,164.74954223632812,94.39311981201172,0.0,582.6642456054688,2575.134765625,0.0,161.73097229003906,491.3574523925781,1391.7430419921875,1085.0791015625,2408.14013671875,1339.8385009765625,280.517578125,0.0,410.010009765625,621.7018432617188,1979.8714599609375,838.507568359375,42.35970687866211,0.0,426.6961669921875,1034.4798583984375,2123.59130859375,146.35809326171875,0.0,86.65193176269531,0.0
"117.07007 Da 45.24 s",0.75,118.07735,,,0.0,0.0,0.0,2009.28466796875,0.0,0.0,2384.818603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3438.654541015625,0.0,0.0,0.0,5153.91259765625,24672.8125,9433.8798828125,0.0
"310.98957 Da 45.47 s",0.76,311.99684,,,0.0,0.0,0.0,1120.2379150390625,0.0,0.0,320.38800048828125,0.0,0.0,0.0,0.0,29.057687759399414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6777.99267578125,0.0,0.0,0.0,704.4066772460938,2758.901123046875,1336.8253173828125,0.0
"365.00819 Da 45.65 s",0.76,366.01546,,,0.0,0.0,15474.1220703125,0.0,0.0,15794.59375,0.0,0.0,16208.392578125,3040.473388671875,189.8785400390625,10927.4287109375,2036.342529296875,0.0,13197.935546875,1409.3719482421875,0.0,17089.943359375,0.0,0.0,0.0,1422.035400390625,0.0,16639.15234375,0.0,0.0,0.0,0.0
"202.43121 Da 45.67 s",0.76,203.43848,,,0.0,2647.744384765625,786.2787475585938,0.0,3612.486572265625,3054.448486328125,0.0,2787.017333984375,1900.375244140625,1533.5831298828125,3573.40966796875,3890.166748046875,1536.3865966796875,3815.550537109375,2189.9658203125,1046.7022705078125,3764.25146484375,3144.4375,3210.62939453125,2747.01611328125,0.0,1603.4468994140625,3723.63232421875,3222.8544921875,0.0,0.0,0.0,0.0
"350.90500 Da 45.88 s",0.76,351.91228,,,0.0,3941.722900390625,0.0,0.0,1012.2881469726562,0.0,58.97886276245117,1854.321044921875,0.0,98.6866226196289,700.3316650390625,0.0,0.0,4993.85693359375,0.0,0.0,900.4903564453125,0.0,0.0,4989.548828125,670.21044921875,251.69384765625,1507.2010498046875,0.0,0.0,0.0,0.0,0.0
"249.04678 Da 45.94 s",0.77,250.05405,,,0.0,422.70184326171875,7235.1572265625,0.0,149.91201782226562,2799.195556640625,0.0,1711.49853515625,9087.1650390625,342.831298828125,0.0,2732.27197265625,63.21978759765625,113.40032958984375,7098.396484375,801.3199462890625,567.6773071289062,1183.311279296875,768.3290405273438,725.9077758789062,0.0,441.34088134765625,0.0,3005.2314453125,0.0,0.0,0.0,0.0
"204.12110 Da 46.04 s",0.77,205.12838,,,0.0,0.0,0.0,772.7882080078125,0.0,0.0,1454.9473876953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.8390197753906,0.0,0.0,0.0,697.10693359375,8302.5458984375,9354.580078125,0.0
"364.02761 Da 46.11 s",0.77,183.02108,,,0.0,5813.26123046875,2659.334228515625,123.51983642578125,0.0,261.95782470703125,0.0,3345.1796875,0.0,2808.826416015625,2897.473876953125,2614.822265625,0.0,0.0,6160.111328125,3734.765625,2949.94970703125,1583.35498046875,1446.9229736328125,4127.38671875,0.0,0.0,1744.1448974609375,1908.5472412109375,798.7677001953125,0.0,0.0,0.0
"390.31868 Da 46.11 s",0.77,196.16662,,,0.0,0.0,0.0,8983.3681640625,0.0,0.0,7123.00537109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7137.55712890625,9675.1845703125,0.0,0.0
"388.06842 Da 46.26 s",0.77,389.07570,,,0.0,14024.0,6062.76416015625,0.0,5224.6142578125,2588.315185546875,0.0,8279.7294921875,8054.302734375,11576.5048828125,5778.271484375,3157.636962890625,0.0,10837.10546875,9043.2998046875,10738.1767578125,6455.95849609375,3587.369873046875,3256.88525390625,10550.7138671875,0.0,11147.2314453125,6732.3046875,2175.66162109375,0.0,40.40410614013672,0.0,182.4857940673828
"294.12341 Da 46.45 s",0.77,295.13069,"Phe-Glu","C14H18N2O5",0.0,0.0,0.0,5247.7265625,0.0,0.0,3377.086181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81336.375,0.0,0.0,0.0,3897.58544921875,52.05289840698242,0.0,0.0
"298.11669 Da 46.58 s",0.78,299.12397,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.8996124267578,0.0,0.0,0.0,0.0,3643.432861328125,5610.16796875,0.0
"635.85008 Da 46.58 s",0.78,636.85735,,,0.0,0.0,0.0,0.0,201.34426879882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3292.0146484375,0.0,0.0,48.683040618896484,431.00970458984375,219.34994506835938,2936.482177734375,0.0,0.0,0.0,471.2903137207031,253.09783935546875,0.0,0.0,0.0,0.0
"281.59862 Da 46.72 s",0.78,282.60589,,,0.0,0.0,0.0,6644.83642578125,0.0,0.0,8708.4765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.810546875,0.0,0.0,0.0,7745.30859375,0.0,0.0,0.0
"388.14040 Da 46.73 s",0.78,389.14767,,,0.0,0.0,0.0,11063.4365234375,0.0,0.0,3960.115478515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6659.994140625,0.0,0.0,0.0,0.0,3004.025634765625,0.0,0.0
"138.05010 Da 46.79 s",0.78,139.05737,,,0.0,0.0,0.0,4760.9404296875,0.0,0.0,15818.837890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025.722900390625,0.0,0.0,0.0,15117.3564453125,9922.5927734375,11925.5478515625,0.0
"382.03675 Da 46.81 s",0.78,192.02565,,,0.0,7145.8935546875,7355.58837890625,0.0,9842.3779296875,6091.58837890625,0.0,6394.63330078125,10395.455078125,7735.97412109375,15411.04296875,15452.2763671875,14541.4482421875,13628.1025390625,10321.1787109375,7573.99951171875,16718.294921875,12231.7646484375,13235.29296875,12078.568359375,0.0,8021.95263671875,17731.11328125,12873.5654296875,0.0,0.0,0.0,0.0
"562.19490 Da 47.00 s",0.78,282.10473,,,0.0,0.0,93.8262939453125,22889.611328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30499.23046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"322.08762 Da 47.14 s",0.79,162.05108,,,0.0,93.167724609375,0.0,0.0,1636.176513671875,0.0,0.0,0.0,370.62933349609375,14637.2890625,5336.2890625,0.0,46959.46484375,0.0,0.0,4854.63720703125,3497.200927734375,0.0,56034.0703125,0.0,80.81625366210938,11265.2734375,0.0,0.0,0.0,0.0,0.0,0.0
"281.53747 Da 47.27 s",0.79,282.54475,,,0.0,7060.830078125,0.0,0.0,8163.39990234375,4654.4599609375,0.0,7049.94775390625,10459.1318359375,8990.5546875,0.0,3996.21435546875,10659.6630859375,2208.0712890625,10319.060546875,6246.94091796875,9542.197265625,4302.7314453125,6062.3681640625,13181.1044921875,0.0,8459.0517578125,7623.77880859375,7729.10302734375,0.0,0.0,0.0,0.0
"562.07193 Da 47.37 s",0.79,282.04324,,,0.0,27883.505859375,21249.705078125,187.82400512695312,0.0,0.0,132.12603759765625,0.0,0.0,0.0,0.0,0.0,0.0,45946.64453125,0.0,28270.87890625,0.0,21353.203125,26298.01171875,0.0,0.0,28281.060546875,32568.232421875,25994.462890625,86.7419662475586,0.0,350.890869140625,0.0
"280.04713 Da 47.45 s",0.79,281.05441,,,0.0,2205.279052734375,2505.251220703125,0.0,4386.58251953125,1614.4901123046875,0.0,2554.916259765625,2760.29150390625,329.37518310546875,3271.571044921875,1588.658935546875,335.6268615722656,1499.883056640625,1537.3646240234375,0.0,2192.80615234375,1527.9454345703125,45.151893615722656,1362.6397705078125,0.0,2004.3240966796875,3002.27392578125,562.1459350585938,0.0,0.0,0.0,0.0
"109.09661 Da 47.50 s",0.79,110.10388,,,0.0,3618.755859375,4572.796875,0.0,3032.6279296875,6042.5634765625,0.0,6505.349609375,2625.212646484375,2630.950439453125,4051.784423828125,2622.4541015625,3826.782958984375,2754.935302734375,2672.98486328125,3240.930908203125,2873.0859375,2687.2919921875,3887.45849609375,3530.031982421875,0.0,4120.2705078125,3269.340576171875,3341.2900390625,0.0,0.0,0.0,0.0
"281.03638 Da 47.51 s",0.79,282.04366,,,0.0,0.0,0.0,0.0,21286.92578125,12149.041015625,0.0,22867.201171875,30165.875,29211.025390625,24984.548828125,24606.642578125,28336.951171875,0.0,26786.064453125,11415.740234375,25492.41015625,0.0,0.0,37134.7421875,0.0,0.0,0.0,8030.9052734375,0.0,0.0,0.0,0.0
"226.15966 Da 47.52 s",0.79,227.16693,,,0.0,0.0,0.0,8443.5185546875,0.0,0.0,2914.47705078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6922.185546875,0.0,0.0,0.0,9816.734375,2701.6591796875,14275.853515625,0.0
"257.12029 Da 47.54 s",0.79,258.12757,,,0.0,0.0,0.0,7764.078125,0.0,0.0,8014.39404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14306.587890625,0.0,0.0,0.0,9006.6123046875,418.6954650878906,0.0,0.0
"276.08921 Da 47.77 s",0.80,277.09648,,,0.0,1112.0126953125,0.0,0.0,2575.10498046875,16358.224609375,0.0,1155.6033935546875,7794.919921875,1283.14111328125,2613.65673828125,13080.525390625,930.40576171875,577.9176635742188,7919.01220703125,1605.209228515625,3155.67138671875,12368.994140625,1837.024658203125,1575.42333984375,0.0,1137.2454833984375,1119.4281005859375,12815.15234375,0.0,0.0,0.0,0.0
"129.03872 Da 48.18 s",0.80,130.04600,,,0.0,0.0,13422.3095703125,189427.5,0.0,12053.7939453125,197111.203125,0.0,12619.314453125,1015.5752563476562,0.0,9136.435546875,132.10177612304688,0.0,10756.107421875,1228.41796875,0.0,12847.6181640625,0.0,0.0,730271.5,1184.9940185546875,0.0,11775.587890625,228631.71875,1031.1734619140625,481.0740051269531,0.0
"450.32489 Da 48.21 s",0.80,226.16972,,,0.0,0.0,0.0,22463.658203125,0.0,0.0,16892.796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23869.1796875,0.0,0.0
"441.13551 Da 48.47 s",0.81,148.05245,,,0.0,0.0,29180.1875,0.0,1609.13916015625,62959.92578125,0.0,0.0,31333.865234375,3606.266845703125,226.0323486328125,68445.6875,10530.1357421875,0.0,0.0,2829.718017578125,0.0,73106.7265625,3014.841064453125,0.0,0.0,3514.8125,0.0,55038.62109375,0.0,0.0,0.0,0.0
"414.20670 Da 48.61 s",0.81,208.11063,,,0.0,0.0,8342.638671875,0.0,0.0,7986.36767578125,0.0,6682.0537109375,0.0,2767.91552734375,4407.53955078125,0.0,3781.84228515625,0.0,0.0,4017.756591796875,3330.80126953125,0.0,4090.411865234375,4981.041015625,0.0,0.0,0.0,2893.5,0.0,0.0,0.0,0.0
"450.22418 Da 48.66 s",0.81,226.11937,,,0.0,0.0,21179.423828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6466.18017578125,0.0,14510.45703125,0.0,0.0,0.0,0.0,0.0,16743.982421875,0.0,0.0,0.0,0.0,0.0
"297.04327 Da 48.72 s",0.81,298.05054,,,0.0,161.13482666015625,5509.3759765625,0.0,163.76953125,197.74208068847656,0.0,0.0,10698.7197265625,115.77261352539062,0.0,228.42510986328125,0.0,129.77386474609375,9849.06640625,108.2698974609375,272.9580078125,567.0389404296875,0.0,0.0,0.0,77.3997802734375,61.709320068359375,0.0,0.0,0.0,0.0,0.0
"221.11962 Da 48.73 s",0.81,222.12689,,,0.0,2722.855224609375,2947.646728515625,0.0,4523.92431640625,0.0,205.07608032226562,3877.568359375,3033.726318359375,2352.251953125,1015.4185180664062,1620.16650390625,1799.92529296875,2234.311767578125,2777.285400390625,3010.698974609375,2341.837646484375,2226.937255859375,1645.7423095703125,2613.29443359375,36.07501983642578,2610.99072265625,2542.701904296875,2707.3818359375,164.23289489746094,1303.4654541015625,0.0,0.0
"495.18389 Da 48.91 s",0.82,496.19117,,,0.0,0.0,0.0,746.1659545898438,0.0,0.0,7094.81689453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.49200439453125,0.0,0.0,0.0,7548.7763671875,0.0,0.0,0.0
"112.55588 Da 49.01 s",0.82,113.56315,,,0.0,3358.484130859375,3707.4296875,0.0,3195.4931640625,3126.70361328125,0.0,4380.29443359375,1717.6519775390625,2441.724853515625,2888.04296875,829.8253784179688,3220.59423828125,2084.88037109375,1099.633056640625,1932.3211669921875,2378.469482421875,2285.919921875,2112.407470703125,1650.2509765625,0.0,2376.534912109375,2216.962890625,1177.905029296875,0.0,0.0,0.0,0.0
"495.10690 Da 49.48 s",0.82,496.11417,,,0.0,268.3979187011719,231.0994110107422,0.0,7113.552734375,6242.2451171875,0.0,827.8865356445312,419.8960266113281,410.6882629394531,3547.12841796875,3479.23779296875,7885.44580078125,83.46482849121094,450.0088806152344,775.2536010742188,3219.601318359375,2793.91748046875,9371.298828125,54.733028411865234,0.0,0.0,3618.51025390625,3087.03173828125,0.0,0.0,0.0,0.0
"489.17069 Da 49.75 s",0.83,490.17797,,,0.0,0.0,0.0,2566.477294921875,0.0,0.0,40801.91015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10991.6806640625,0.0,0.0,0.0,47654.796875,0.0,0.0,0.0
"386.89247 Da 49.85 s",0.83,387.89975,,,0.0,0.0,7307.6943359375,0.0,110.20283508300781,0.0,0.0,0.0,8741.869140625,4313.197265625,240.41908264160156,0.0,2991.63671875,0.0,9555.1142578125,3156.121337890625,132.8450164794922,8005.5908203125,543.5130004882812,157.0065460205078,84.53434753417969,3425.55419921875,229.7483673095703,0.0,0.0,0.0,0.0,0.0
"507.22314 Da 49.90 s",0.83,508.23041,,,0.0,0.0,0.0,1857.7969970703125,0.0,0.0,1085.450927734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.73583984375,0.0,0.0,0.0,1146.7645263671875,6703.80224609375,6745.07421875,0.0
"398.07791 Da 49.93 s",0.83,399.08518,,,0.0,1028.2481689453125,16766.9609375,2528.462890625,710.6421508789062,1953.390869140625,0.0,912.1213989257812,14005.853515625,866.4705810546875,745.7617797851562,1586.533935546875,312.66455078125,799.2828979492188,18259.90234375,157.20040893554688,688.2716064453125,1432.27978515625,531.4623413085938,853.5731201171875,0.0,270.40838623046875,0.0,1869.66015625,0.0,34.25994873046875,0.0,0.0
"264.12184 Da 50.03 s",0.83,265.12912,,,0.0,0.0,0.0,32683.873046875,0.0,0.0,29942.763671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.4375,0.0,0.0,0.0,25326.1171875,1361.8397216796875,1721.9654541015625,0.0
"363.98629 Da 50.46 s",0.84,364.99356,,,0.0,9370.71875,0.0,0.0,4503.05908203125,0.0,0.0,8588.6376953125,0.0,0.0,4864.7900390625,0.0,0.0,7680.37841796875,0.0,0.0,6128.00390625,0.0,0.0,7077.0966796875,0.0,0.0,6961.97119140625,0.0,0.0,0.0,0.0,0.0
"746.11342 Da 50.52 s",0.84,747.12069,,,0.0,0.0,4059.95166015625,0.0,0.0,4686.9375,0.0,0.0,1675.338134765625,0.0,0.0,1687.1358642578125,0.0,0.0,1582.555419921875,0.0,0.0,1443.9537353515625,0.0,0.0,0.0,0.0,0.0,2107.546142578125,0.0,0.0,142.29742431640625,0.0
"263.05337 Da 50.67 s",0.84,264.06065,,,0.0,1824.83837890625,2166.4384765625,0.0,3640.41552734375,3531.23388671875,0.0,4726.75244140625,2055.708251953125,2515.78369140625,1299.9539794921875,1744.8125,1999.611572265625,1474.893310546875,1216.3419189453125,2375.1064453125,2001.445556640625,1122.468994140625,1873.8056640625,1501.721923828125,0.0,2240.250732421875,2256.287353515625,1554.8426513671875,0.0,0.0,0.0,0.0
"447.21623 Da 50.72 s",0.85,448.22351,,,0.0,0.0,0.0,1154.44482421875,0.0,0.0,576.0929565429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.50502014160156,0.0,0.0,0.0,510.9839172363281,4286.8125,4815.84912109375,0.0
"501.20991 Da 50.72 s",0.85,502.21719,,,0.0,0.0,0.0,10255.5087890625,0.0,0.0,9650.2939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27344.216796875,0.0,0.0,0.0,9531.95703125,0.0,0.0,0.0
"121.04505 Da 50.75 s",0.85,122.05233,,,0.0,43787.1953125,58511.609375,0.0,24695.564453125,0.0,0.0,41467.203125,40358.5859375,23910.748046875,17551.00390625,19826.798828125,14653.1650390625,36064.37890625,42905.87890625,23146.92578125,24624.84765625,19509.419921875,14814.9384765625,36926.6171875,0.0,24668.380859375,8821.69921875,15505.626953125,0.0,0.0,0.0,0.0
"486.11520 Da 50.77 s",0.85,487.12248,,,0.0,10563.291015625,536.0752563476562,0.0,7859.9228515625,316.8619079589844,0.0,13039.53125,56.950538635253906,198.55702209472656,7900.26806640625,150.8068389892578,0.0,9928.0849609375,118.44894409179688,0.0,7477.74072265625,120.78315734863281,411.5836181640625,10024.37109375,0.0,938.161865234375,8406.55859375,236.22972106933594,0.0,0.0,0.0,0.0
"487.11805 Da 50.77 s",0.85,488.12532,,,0.0,77273.453125,6247.22607421875,0.0,76577.5390625,7054.38671875,0.0,119176.6015625,1521.8555908203125,4148.9072265625,49647.65625,6270.59716796875,1611.885498046875,72637.0625,2448.055908203125,1322.3349609375,48969.9296875,2878.998291015625,3974.54931640625,68215.6015625,0.0,6589.9404296875,57959.69921875,3345.866943359375,0.0,0.0,0.0,0.0
"143.01812 Da 50.78 s",0.85,144.02540,,,0.0,12845.7822265625,24382.33984375,0.0,9654.1474609375,6947.66650390625,105.20835876464844,20863.955078125,18881.447265625,11626.6572265625,8573.74609375,6845.25244140625,6700.9052734375,17936.759765625,16757.078125,8765.525390625,9635.232421875,8545.7763671875,7917.92041015625,18656.150390625,0.0,11106.0517578125,4041.588623046875,8130.1865234375,14.687965393066406,0.0,0.0,0.0
"338.00201 Da 50.82 s",0.85,339.00929,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6368.57373046875,11040.419921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.5526733398438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"500.12769 Da 50.88 s",0.85,501.13497,,,0.0,0.0,7714.8662109375,0.0,622.577880859375,7344.48291015625,0.0,447.4201965332031,4626.833984375,1023.278564453125,400.3401794433594,2176.661376953125,584.4168090820312,0.0,4027.394287109375,845.6546630859375,0.0,3134.8291015625,413.5316467285156,0.0,0.0,1133.7606201171875,0.0,3372.064697265625,0.0,0.0,0.0,0.0
"637.10814 Da 51.22 s",0.85,638.11542,,,0.0,0.0,0.0,180.79164123535156,17006.373046875,379.01483154296875,0.0,0.0,0.0,0.0,9404.8125,988.6405639648438,653.278076171875,381.8749084472656,0.0,0.0,10078.224609375,520.6961669921875,710.4616088867188,1064.7230224609375,0.0,0.0,12197.3759765625,544.171142578125,0.0,0.0,0.0,0.0
