"Bucket label","RT","m/z","Name","Formula","IH_Met_Vial12_BLANK01_12_1_11301","IH_Met_Vial57_027_57_1_11328","IH_Met_Vial58_028_58_1_11329","IH_Met_Vial59_029_59_1_11330","IH_Met_Vial60_030_60_1_11331","IH_Met_Vial43_031_43_1_11332","IH_Met_Vial44_032_44_1_11333","IH_Met_Vial45_033_45_1_11334","IH_Met_Vial46_034_46_1_11335","IH_Met_Vial47_035_47_1_11336","IH_Met_Vial48_036_48_1_11337","IH_Met_Vial31_037_31_1_11338","IH_Met_Vial32_038_32_1_11339","IH_Met_Vial33_039_33_1_11340","IH_Met_Vial34_040_34_1_11341","IH_Met_Vial35_041_35_1_11342","IH_Met_Vial36_042_36_1_11343","IH_Met_Vial19_043_19_1_11344","IH_Met_Vial20_044_20_1_11345","IH_Met_Vial21_045_21_1_11346","IH_Met_Vial22_046_22_1_11347","IH_Met_Vial23_047_23_1_11348","IH_Met_Vial24_048_24_1_11349","IH_Met_Vial7_049_7_1_11350","IH_Met_Vial8_050_8_1_11351","IH_Met_Vial9_051_9_1_11352","IH_Met_Vial10_052_10_1_11353","IH_Met_Vial12_BLANK02_12_1_11354"
"Sample",,,,,"BLANK","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","GLC _ ASP","GLC _ GLN","GLC _ AMN","GAL _ ASP","GAL _ GLN","GAL _ AMN","CTRL","CTRL","BLANK"
"253.20035 Da 693.52 s",11.56,254.20763,,,0.0,0.0,0.0,4582.486328125,0.0,0.0,3992.650146484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4275.564453125,0.0,0.0,0.0,5102.14990234375,4677.42822265625,4597.90771484375,0.0
"253.14350 Da 693.70 s",11.56,254.15078,,,0.0,5412.21875,4869.28662109375,0.0,4948.78955078125,0.0,0.0,5428.71630859375,4423.67724609375,4207.81005859375,0.0,4242.95654296875,4775.27392578125,5699.0595703125,5110.056640625,0.0,5452.9111328125,5248.88623046875,3995.650390625,4930.82958984375,0.0,4715.9052734375,0.0,4372.65380859375,0.0,0.0,0.0,0.0
"271.13628 Da 696.22 s",11.60,272.14356,,,0.0,1897.077392578125,7169.4541015625,0.0,5097.6396484375,6977.96728515625,0.0,4976.77294921875,1761.0841064453125,1507.7618408203125,1317.5377197265625,1881.9691162109375,1215.1717529296875,849.6071166992188,1358.8468017578125,1295.116455078125,1227.4210205078125,1364.59375,1569.63623046875,1385.222900390625,0.0,1387.5380859375,1113.9176025390625,1750.5545654296875,0.0,0.0,0.0,0.0
"116.90910 Da 698.79 s",11.65,117.91637,,,0.0,7143.873046875,0.0,0.0,0.0,198282.890625,0.0,0.0,0.0,0.0,30818.05078125,0.0,2568.609619140625,48697.61328125,248062.359375,20460.119140625,0.0,0.0,0.0,5042.0556640625,0.0,0.0,0.0,4408.59912109375,0.0,0.0,0.0,8576.69921875
"277.98829 Da 699.82 s",11.66,278.99557,,,0.0,844.9832763671875,2585.8427734375,0.0,1339.5419921875,3712.806640625,0.0,1325.3460693359375,1170.7615966796875,1324.0029296875,854.134033203125,1206.3916015625,685.8897705078125,834.7302856445312,1052.0731201171875,340.14202880859375,892.6499633789062,860.3623657226562,1098.2353515625,804.173095703125,0.0,718.5198364257812,834.3560180664062,917.7423095703125,0.0,0.0,0.0,72.89088439941406
"113.95930 Da 702.17 s",11.70,114.96658,,,0.0,0.0,0.0,440172.625,0.0,0.0,435566.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11694.27734375,0.0,0.0,0.0,449955.21875,9971.375,5988.525390625,0.0
"312.19272 Da 704.91 s",11.75,313.19999,,,0.0,1339.1510009765625,6953.578125,0.0,3866.967529296875,6608.453125,0.0,4984.61279296875,2144.6669921875,792.3676147460938,1738.345947265625,1855.966552734375,3288.772216796875,1481.7603759765625,2856.791015625,2140.162109375,1343.5533447265625,2148.54296875,1424.505126953125,1364.67138671875,0.0,0.0,3148.9638671875,2243.923828125,0.0,0.0,0.0,0.0
"312.25792 Da 704.98 s",11.75,313.26520,,,0.0,0.0,0.0,2874.140380859375,0.0,0.0,2769.9580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.714111328125,0.0,0.0,0.0,3009.281982421875,2220.331298828125,1625.179931640625,0.0
"179.03439 Da 711.74 s",11.86,180.04166,,,0.0,894.9823608398438,3099.789306640625,0.0,1169.186767578125,2877.190185546875,0.0,2372.466552734375,910.6536865234375,696.621337890625,786.8369750976562,991.2196655273438,709.2012329101562,827.188232421875,1193.0390625,1184.134033203125,986.201416015625,757.30908203125,1066.636474609375,671.2069091796875,0.0,1077.0888671875,862.4627685546875,679.3062133789062,0.0,0.0,0.0,0.0
"212.10548 Da 711.89 s",11.86,213.11275,,,356.9889831542969,3164.7587890625,1992.9049072265625,0.0,1859.123046875,1543.1240234375,0.0,1665.6759033203125,2138.459228515625,1705.9678955078125,2470.09033203125,3105.0380859375,1885.03515625,3252.56201171875,2140.54150390625,2965.446533203125,2646.410400390625,2674.688720703125,1768.9217529296875,3235.91015625,0.0,1587.8680419921875,1684.1903076171875,2777.61181640625,0.0,0.0,0.0,2160.502197265625
"263.07909 Da 711.90 s",11.86,132.54682,,,0.0,1159.332275390625,2535.179443359375,0.0,1989.27783203125,0.0,0.0,1601.927490234375,940.4827880859375,886.0186767578125,645.9722900390625,994.6571655273438,833.0800170898438,908.7101440429688,1256.80517578125,696.6207885742188,699.049072265625,529.2864990234375,714.4647827148438,973.6162719726562,0.0,926.2384643554688,1448.7894287109375,1393.149169921875,0.0,0.0,0.0,0.0
"212.15383 Da 711.96 s",11.87,213.16111,,,0.0,0.0,0.0,2526.300048828125,0.0,0.0,2007.6043701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3152.525390625,0.0,0.0,0.0,2445.32275390625,2251.12890625,2160.755859375,0.0
"281.14852 Da 712.00 s",11.87,282.15580,,,0.0,0.0,0.0,3755.081298828125,0.0,0.0,3890.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217.91455078125,0.0,0.0,0.0,3773.4560546875,3771.625732421875,1824.66650390625,0.0
"342.04605 Da 712.05 s",11.87,343.05332,,,0.0,613.1049194335938,2887.96875,0.0,1602.5472412109375,2790.707763671875,0.0,1818.9017333984375,1104.3291015625,636.5718383789062,940.6140747070312,1242.6605224609375,1575.822021484375,1084.29052734375,1275.3360595703125,1221.4324951171875,929.363525390625,652.7169799804688,883.7967529296875,967.3028564453125,0.0,957.4329833984375,768.697509765625,1106.17724609375,0.0,0.0,0.0,0.0
"140.54351 Da 712.15 s",11.87,141.55078,,,0.0,2450.7646484375,4769.20263671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.627685546875,0.0,0.0,1697.1468505859375,0.0,1890.673583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"234.05346 Da 721.63 s",12.03,235.06073,,,0.0,4087.80859375,17232.6875,0.0,3302.81396484375,4200.03662109375,0.0,4366.72802734375,4884.521484375,4625.587890625,4038.38330078125,4484.81787109375,5518.96435546875,3908.52685546875,5512.751953125,4764.31396484375,4094.085205078125,0.0,4640.1064453125,3896.232666015625,0.0,4757.20263671875,5215.23291015625,3928.809814453125,0.0,0.0,0.0,4682.67724609375
"234.10638 Da 722.18 s",12.04,235.11366,,,0.0,0.0,0.0,4361.2109375,0.0,0.0,4422.19091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3398.373779296875,0.0,0.0,0.0,5167.421875,4323.72119140625,3844.907958984375,0.0
"269.21663 Da 723.81 s",12.06,270.22391,,,0.0,0.0,0.0,3125.3125,0.0,0.0,3557.220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.7763671875,0.0,0.0,0.0,2146.275634765625,10880.92578125,1944.6798095703125,0.0
"113.94639 Da 723.90 s",12.07,114.95367,,,0.0,5177.70849609375,0.0,0.0,437481.3125,9350.0595703125,0.0,0.0,432479.15625,2643.768310546875,6376.5517578125,6028.90771484375,2467.0263671875,5925.17529296875,3603.6611328125,0.0,11531.5439453125,443589.5625,4966.89794921875,4987.69287109375,0.0,0.0,3644.462646484375,8212.4072265625,0.0,0.0,0.0,0.0
"122.01806 Da 724.03 s",12.07,123.02534,,,0.0,2479.925537109375,1584.4486083984375,0.0,2830.89404296875,2568.285400390625,0.0,1301.7391357421875,2012.7222900390625,1586.9422607421875,1392.3311767578125,2465.834716796875,2218.78271484375,2656.658935546875,2010.1658935546875,2886.844482421875,1386.736083984375,3335.68994140625,1740.7105712890625,3036.713134765625,0.0,1950.9803466796875,2525.585205078125,1637.3465576171875,0.0,0.0,0.0,2271.553466796875
"369.19479 Da 726.20 s",12.10,370.20207,,,0.0,571.0526733398438,1067.5400390625,0.0,778.7295532226562,1452.92529296875,0.0,1494.0419921875,722.66552734375,483.287109375,644.4779052734375,619.3875732421875,2027.3045654296875,570.424560546875,856.2670288085938,863.848388671875,309.30029296875,360.6858215332031,998.125,1180.5677490234375,0.0,753.6557006835938,450.73052978515625,476.4870300292969,0.0,0.0,0.0,0.0
"227.20457 Da 729.84 s",12.16,228.21185,,,0.0,0.0,0.0,2951.9658203125,0.0,0.0,3271.461181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3028.725341796875,0.0,0.0,0.0,2603.5654296875,2933.703857421875,2387.11279296875,0.0
"185.96055 Da 733.99 s",12.23,186.96783,,,0.0,0.0,0.0,6452.07470703125,0.0,0.0,6164.81298828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.98095703125,0.0,0.0,0.0,930211.0625,0.0,0.0,0.0,941593.6875,10632.037109375,7898.697265625,0.0
"277.12206 Da 735.64 s",12.26,278.12934,,,0.0,688.4696655273438,2780.822998046875,0.0,1036.591064453125,3221.71923828125,0.0,1652.425048828125,761.1516723632812,507.9328308105469,527.4205932617188,487.30560302734375,503.32025146484375,581.0823974609375,559.7286987304688,0.0,594.1917724609375,720.5187377929688,485.7846374511719,247.22067260742188,130.2403564453125,437.2496337890625,393.571044921875,445.70257568359375,0.0,0.0,0.0,0.0
"237.18957 Da 736.01 s",12.27,238.19684,,,0.0,0.0,0.0,4592.06298828125,0.0,0.0,5141.17333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217.799072265625,0.0,0.0,0.0,3002.934814453125,2625.128173828125,1799.4918212890625,0.0
"178.07159 Da 742.70 s",12.38,179.07887,,,0.0,5785.05078125,5116.08251953125,0.0,7118.54150390625,5581.763671875,0.0,6550.79052734375,8166.3203125,5810.6474609375,5485.2158203125,6213.20654296875,6986.37158203125,6558.12255859375,6298.87353515625,5495.470703125,5953.0439453125,7747.65966796875,5788.63330078125,4829.42431640625,0.0,7349.28515625,6231.7431640625,7351.37939453125,0.0,0.0,0.0,0.0
"558.27436 Da 749.66 s",12.49,280.14446,,,0.0,471.2750549316406,2799.302490234375,0.0,1626.466796875,3116.2216796875,0.0,0.0,1256.9783935546875,942.9887084960938,737.6859130859375,772.51806640625,744.767578125,626.1946411132812,968.6691284179688,1131.3662109375,876.1712036132812,854.9600219726562,1251.9847412109375,597.2443237304688,0.0,786.80908203125,902.246826171875,1015.6725463867188,0.0,0.0,0.0,0.0
"239.20524 Da 749.79 s",12.50,240.21252,,,0.0,0.0,0.0,8294.8193359375,0.0,0.0,9540.828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7707.03759765625,0.0,0.0,0.0,9722.36328125,5566.1484375,4645.9833984375,0.0
"157.96090 Da 751.67 s",12.53,158.96818,,,0.0,0.0,0.0,799392.5625,0.0,0.0,815546.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843547.375,0.0,0.0,0.0,10386.8876953125,7201.2060546875,16466.517578125,0.0
"230.03522 Da 756.28 s",12.60,231.04249,,,0.0,4272.068359375,3244.190673828125,0.0,4697.76708984375,3786.401123046875,0.0,4614.57763671875,4506.99658203125,4369.52734375,4091.58740234375,2799.0146484375,3993.568115234375,5837.50439453125,3494.005615234375,4010.284423828125,4592.30517578125,4095.92578125,2832.83544921875,5830.9736328125,0.0,4203.431640625,5122.671875,2642.848876953125,0.0,0.0,0.0,4514.89697265625
"113.94621 Da 757.63 s",12.63,114.95349,,,0.0,9449.66015625,9828.1943359375,0.0,0.0,0.0,103.929443359375,0.0,6749.25732421875,433279.0,8106.40966796875,2962.8447265625,445101.59375,3468.970458984375,434221.59375,8847.8662109375,5636.38232421875,2661.306396484375,449187.21875,448158.75,72.2760009765625,450913.84375,4437.66162109375,2048.550048828125,0.0,0.0,47.1533203125,6661.501953125
"230.08726 Da 757.67 s",12.63,231.09453,,,0.0,0.0,0.0,3662.34716796875,33.195621490478516,0.0,3377.5439453125,62.60693359375,0.0,0.0,0.0,0.0,496.2789306640625,0.0,0.0,0.0,155.39715576171875,0.0,0.0,126.81356048583984,3650.298828125,0.0,0.0,0.0,6130.19970703125,3572.041259765625,4540.33447265625,27.2003173828125
"116.90937 Da 757.72 s",12.63,117.91665,,,0.0,19163.08203125,6426.97314453125,0.0,0.0,0.0,0.0,0.0,9572.9033203125,0.0,1234.851806640625,0.0,0.0,30885.359375,0.0,35287.65234375,251812.828125,5325.27978515625,10522.7265625,255515.3125,0.0,12442.2978515625,255430.984375,3668.768798828125,0.0,0.0,0.0,0.0
"222.14124 Da 764.98 s",12.75,223.14852,,,0.0,0.0,0.0,2492.259765625,0.0,0.0,2988.58056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4223.0986328125,0.0,0.0,0.0,3813.040771484375,3502.043701171875,3780.553955078125,0.0
"310.21362 Da 765.40 s",12.76,311.22090,,,58.967193603515625,657.663818359375,5513.06884765625,0.0,1517.5816650390625,3659.40283203125,0.0,2226.485107421875,1023.2965698242188,896.5439453125,905.9320678710938,1110.309814453125,1443.48681640625,1877.9154052734375,2009.707763671875,3535.82666015625,876.3942260742188,1644.514892578125,2328.15673828125,1047.8447265625,0.0,1665.486572265625,3139.061279296875,0.0,0.0,0.0,0.0,77.28668212890625
"310.27859 Da 765.43 s",12.76,311.28587,,,0.0,0.0,0.0,725.8965454101562,0.0,0.0,1557.509765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580.653564453125,0.0,0.0,0.0,3988.026123046875,3121.423095703125,869.898681640625,0.0
"194.10710 Da 766.14 s",12.77,195.11438,,,0.0,0.0,0.0,7459.0146484375,0.0,0.0,7469.3759765625,0.0,44.599273681640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7762.04150390625,0.0,0.0,0.0,7847.701171875,6832.96875,7644.0234375,0.0
"292.01071 Da 768.95 s",12.82,147.01263,,,0.0,1598.7105712890625,3685.167724609375,0.0,2551.85888671875,5184.2080078125,0.0,3680.599853515625,1661.0938720703125,0.0,1166.6920166015625,0.0,924.3055419921875,1391.5714111328125,1312.4019775390625,1124.6939697265625,1331.14453125,1859.2955322265625,994.6130981445312,1280.77099609375,0.0,1252.1834716796875,1613.8759765625,1368.847900390625,0.0,0.0,0.0,0.0
"194.93646 Da 769.04 s",12.82,195.94374,,,0.0,2192.791015625,6128.5439453125,0.0,3686.272216796875,6483.55810546875,0.0,4820.58154296875,2957.7509765625,3031.85693359375,1697.5640869140625,2064.59228515625,2397.813720703125,2633.30419921875,2061.619873046875,1435.4029541015625,2280.712158203125,2150.369873046875,2022.736083984375,2142.456787109375,0.0,1672.2890625,1544.41845703125,2047.1689453125,0.0,0.0,0.0,0.0
"123.93955 Da 769.28 s",12.82,124.94683,,,0.0,42402.6015625,36480.1875,0.0,7235.9521484375,47218.49609375,0.0,0.0,119914.5390625,15222.572265625,0.0,0.0,44495.83984375,0.0,27326.26171875,20357.31640625,0.0,0.0,15384.8310546875,0.0,0.0,39479.0703125,66279.484375,6758.27294921875,0.0,0.0,0.0,0.0
"241.22064 Da 772.12 s",12.87,242.22792,,,0.0,0.0,0.0,2284.0439453125,0.0,0.0,2368.064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894.1741943359375,0.0,0.0,0.0,1672.876953125,1707.3043212890625,1258.49853515625,0.0
"222.07182 Da 772.20 s",12.87,223.07910,,,0.0,0.0,0.0,2794.56298828125,0.0,100.0089111328125,2806.8798828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3233.062255859375,0.0,0.0,0.0,3214.484375,4806.826171875,3773.15625,0.0
"224.15709 Da 774.88 s",12.91,225.16437,,,0.0,1137.6298828125,251.3309326171875,5322.28125,704.2775268554688,0.0,5221.4931640625,50.3714599609375,0.0,0.0,0.0,929.1409912109375,0.0,795.1265869140625,0.0,1075.7457275390625,810.9030151367188,1358.797119140625,0.0,1025.85595703125,0.0,0.0,986.0159301757812,1055.43603515625,6069.943359375,7575.76904296875,7224.73876953125,360.2565612792969
"185.91963 Da 776.21 s",12.94,186.92690,,,0.0,10707.0634765625,11600.568359375,0.0,7649.48193359375,18694.419921875,0.0,907384.8125,7891.78125,5980.060546875,6956.93359375,17861.82421875,5843.7470703125,25311.39453125,912483.1875,7768.7783203125,6974.7255859375,17473.0234375,920021.9375,920979.375,0.0,5382.77783203125,8530.041015625,6721.63720703125,0.0,0.0,0.0,12708.3251953125
"194.14366 Da 778.38 s",12.97,195.15094,,,0.0,0.0,0.0,3463.709716796875,0.0,0.0,2631.620361328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562.463134765625,0.0,0.0,0.0,1923.9189453125,2824.77685546875,2049.616943359375,0.0
"253.22160 Da 785.72 s",13.10,254.22887,,,0.0,0.0,0.0,6635.083984375,0.0,0.0,6831.79736328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4985.970703125,0.0,0.0,0.0,7210.140625,4555.814453125,1792.6373291015625,0.0
"448.07173 Da 790.93 s",13.18,449.07901,,,0.0,6358.083984375,21427.712890625,0.0,13305.560546875,22572.734375,0.0,13143.9091796875,12468.6533203125,9981.2001953125,9499.0244140625,9954.3037109375,8587.3193359375,11534.64453125,11725.662109375,8180.1416015625,9198.900390625,9177.8349609375,9726.1162109375,8767.4228515625,0.0,7833.9833984375,7625.5224609375,8592.7568359375,0.0,0.0,0.0,1461.1873779296875
"448.14618 Da 791.54 s",13.19,449.15346,,,3180.077392578125,0.0,0.0,9615.359375,0.0,0.0,8427.060546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7371.849609375,0.0,0.0,0.0,8307.224609375,6604.75830078125,6465.13671875,0.0
"239.18756 Da 793.00 s",13.22,240.19484,,,0.0,2667.873291015625,3006.8369140625,0.0,2991.361572265625,1156.0899658203125,0.0,3239.044677734375,2911.177978515625,2651.377685546875,2468.539794921875,2518.219482421875,0.0,2807.652099609375,3104.92333984375,2978.234619140625,0.0,2565.915283203125,2694.751220703125,2782.33642578125,0.0,3297.2900390625,2923.22607421875,2875.801025390625,0.0,0.0,0.0,2393.4384765625
"239.24140 Da 793.17 s",13.22,240.24868,,,0.0,0.0,0.0,3009.1123046875,0.0,0.0,1597.3397216796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.3076171875,4516.01025390625,2429.338623046875,0.0
"244.08808 Da 796.68 s",13.28,245.09535,,,0.0,0.0,0.0,7986.45166015625,0.0,0.0,8068.86767578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6974.12158203125,0.0,0.0,0.0,8500.59375,8930.4033203125,8059.02783203125,0.0
"273.28433 Da 799.70 s",13.33,274.29161,,,0.0,0.0,0.0,7923.37646484375,0.0,0.0,7882.68994140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8064.11083984375,0.0,0.0,0.0,132115.171875,7537.9716796875,7808.69970703125,0.0
"386.18444 Da 799.88 s",13.33,387.19171,,,0.0,0.0,0.0,4185.8583984375,0.0,0.0,4416.30322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5380.69775390625,0.0,0.0,0.0,4470.265625,4920.19482421875,3101.407958984375,0.0
"273.22421 Da 800.04 s",13.33,274.23149,,,0.0,128162.25,126237.3671875,0.0,128156.984375,6430.6708984375,0.0,7837.73193359375,7477.6220703125,9442.39453125,128171.828125,8060.875,6996.0947265625,127936.0078125,8522.052734375,8394.3974609375,127065.6484375,7102.349609375,6949.79638671875,130077.9375,0.0,126402.7890625,128601.296875,124923.671875,0.0,0.0,0.0,6776.0810546875
"171.13551 Da 807.08 s",13.45,172.14279,,,0.0,3510.863037109375,5587.265625,0.0,4147.2705078125,7033.11279296875,0.0,4409.9794921875,3196.43994140625,2927.199462890625,3482.858642578125,4187.4833984375,3922.4541015625,2381.14794921875,3451.5625,3323.871826171875,2755.416015625,3286.017822265625,3892.01171875,2969.6494140625,0.0,3004.856201171875,3755.087890625,3140.508544921875,0.0,0.0,0.0,2185.613525390625
"542.53795 Da 811.45 s",13.52,272.27625,,,0.0,0.0,0.0,3334.615234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2724.607666015625,0.0,0.0,0.0,0.0,2871.34375,0.0,0.0
"254.13281 Da 813.39 s",13.56,255.14008,,,0.0,0.0,0.0,2544.26611328125,0.0,0.0,2535.201904296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2076.46630859375,0.0,0.0,0.0,2411.023681640625,3457.961181640625,0.0,0.0
"420.24477 Da 814.32 s",13.57,421.25204,,,0.0,5056.86181640625,7212.3134765625,0.0,6292.5693359375,9689.671875,0.0,6152.49658203125,5101.81005859375,5031.28369140625,5284.06982421875,6318.5185546875,4896.4375,4281.8701171875,4835.16796875,5321.79541015625,4240.52783203125,5518.97412109375,5086.28076171875,5490.8876953125,0.0,4648.07763671875,6400.99755859375,7454.55224609375,0.0,0.0,0.0,3325.587890625
"287.29982 Da 814.49 s",13.57,288.30709,,,0.0,0.0,0.0,36257.43359375,0.0,0.0,35182.92578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38992.76953125,0.0,0.0,0.0,34573.44921875,18852.849609375,35691.62109375,0.0
"420.31882 Da 814.77 s",13.58,421.32609,,,0.0,0.0,0.0,4592.59228515625,0.0,0.0,5406.6171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5381.35498046875,0.0,0.0,0.0,5188.5185546875,6371.0390625,4587.02001953125,0.0
"243.21811 Da 815.28 s",13.59,244.22538,,,0.0,1211.9097900390625,2166.52783203125,0.0,1578.5283203125,5848.4111328125,0.0,2215.28125,1576.8865966796875,1227.2757568359375,1849.3607177734375,1873.312255859375,1563.6109619140625,3040.17333984375,1335.6922607421875,1357.400146484375,3377.3115234375,4499.2744140625,2195.7919921875,3993.516357421875,0.0,1656.9364013671875,1054.903564453125,4506.271484375,0.0,0.0,0.0,1706.6177978515625
"232.54297 Da 827.88 s",13.80,233.55024,,,0.0,437.3155212402344,5210.65771484375,0.0,3156.8515625,8774.544921875,0.0,1122.5556640625,2442.584716796875,2095.914794921875,1166.023681640625,1061.664794921875,1737.3353271484375,1020.2366333007812,3055.830078125,2286.227783203125,1346.4268798828125,836.7737426757812,1257.935791015625,1071.9130859375,0.0,1306.7357177734375,894.5692749023438,1163.948974609375,0.0,0.0,0.0,0.0
"431.17239 Da 828.19 s",13.80,432.17966,,,0.0,638.296630859375,4039.110107421875,0.0,2572.1416015625,8877.2412109375,0.0,2093.22900390625,2626.17333984375,3082.75146484375,1938.8125,0.0,0.0,1721.9114990234375,2892.220458984375,3131.397216796875,1666.2896728515625,4216.560546875,2600.404052734375,2522.53173828125,0.0,2243.103515625,1392.5535888671875,2194.279296875,0.0,0.0,0.0,0.0
"276.08498 Da 829.29 s",13.82,277.09226,,,0.0,0.0,0.0,5163.0283203125,0.0,276.531494140625,6287.58203125,92.398681640625,38.62445068359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0894775390625,0.0,5098.02587890625,0.0,73.06462860107422,0.0,5699.892578125,5477.3154296875,6135.0654296875,0.0
"626.34685 Da 829.37 s",13.82,314.18070,,,0.0,0.0,0.0,2086.453125,0.0,0.0,2536.79150390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.43359375,0.0,0.0,0.0,2911.292236328125,2607.468994140625,2540.722900390625,0.0
"391.19349 Da 829.38 s",13.82,196.60402,,,0.0,0.0,0.0,3253.746826171875,0.0,0.0,2859.531982421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3484.391845703125,0.0,0.0,0.0,3814.541259765625,3902.87255859375,3136.70556640625,0.0
"373.09835 Da 829.45 s",13.82,187.55645,,,0.0,7584.203125,4220.6181640625,0.0,0.0,5773.74658203125,0.0,6175.37939453125,5979.86181640625,6185.69189453125,5242.5478515625,5054.71044921875,6256.8466796875,5715.57470703125,6120.45068359375,5591.4482421875,6178.4921875,5570.275390625,0.0,0.0,0.0,5650.8271484375,5419.2412109375,6641.11669921875,0.0,0.0,0.0,0.0
"373.18057 Da 829.48 s",13.82,187.59756,,,0.0,0.0,0.0,5469.7001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7333.5166015625,0.0,0.0,0.0,0.0,5951.2880859375,7203.93408203125,0.0
"452.07988 Da 830.00 s",13.83,227.04722,,,0.0,511.1613464355469,2932.85205078125,0.0,1377.1173095703125,3800.7080078125,0.0,1617.623779296875,1307.822265625,859.364501953125,887.9050903320312,901.1332397460938,1046.1868896484375,611.1261596679688,1254.58056640625,851.9851684570312,718.3920288085938,591.105224609375,1076.3192138671875,722.0182495117188,0.0,1248.5758056640625,458.5071716308594,1373.0283203125,0.0,0.0,0.0,0.0
"118.05976 Da 830.14 s",13.84,119.06703,,,0.0,1015.5204467773438,4912.02490234375,0.0,1854.488037109375,6131.4677734375,0.0,3437.341064453125,2544.33447265625,1988.183349609375,1376.8448486328125,1289.3707275390625,1580.1552734375,1656.0706787109375,2922.798095703125,2379.56298828125,999.3206176757812,1023.4236450195312,1242.94921875,1100.6046142578125,0.0,2361.27490234375,932.2069091796875,1033.69580078125,0.0,0.0,0.0,843.4848022460938
